Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,230; -269,261; -256,211;879,31507
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,230; -269,324; -256,211;879,46963
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,167; -269,261; -256,211;879,52266
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,230; -269,261; -256,149;879,5798
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,034; -269,324; -269,230; -269,261; -256,211;879,60705
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,024; -245,065; -269,324; -269,230; -269,261; -256,211;879,65641
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,167; -269,324; -256,211;879,67722
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,230; -269,324; -256,149;879,73437
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,230; -269,386; -256,211;879,74908
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,034; -269,324; -269,230; -269,324; -256,211;879,76162
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,167; -269,261; -256,149;879,78739
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,024; -245,065; -269,324; -269,230; -269,324; -256,211;879,81098
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,034; -269,324; -269,167; -269,261; -256,211;879,81464
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,034; -269,324; -269,230; -269,261; -256,149;879,87179
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,105; -269,324; -256,211;879,88482
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,024; -245,065; -269,324; -269,230; -269,261; -256,149;879,92114
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,043; -269,261; -256,211;879,93784
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,167; -269,324; -256,149;879,94196
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,024; -245,034; -269,324; -269,230; -269,261; -256,211;879,9484
-288,961; -300,513; -296,392; -294,956; -280,532; -297,141; -256,086; -245,065; -269,324; -269,167; -269,386; -256,211;879,95667